Column1,State,Year,Source,ItemNum,LineItem,Amount
1009,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,d,Total Federal funds authorized,600000
1010,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,e,Federal share of expenditures,62091.031
1011,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,f,Federal share of unliquidated obligations,0
1012,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,g,Total Federal share,62091.031
1013,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,h,Unobligated balance of Federal funds,537908.971
249,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,i,Total recipient share required,379754
1015,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,j,Recipient share of expenditures,0
1016,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,k,Remaining recipient share to be provided,0
1017,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,l,Total Federal share of program income earned,2050.071
1018,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,m,Program income expended in accordance with the deduction alternative,0
1019,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,n,Program income expended in accordance with the addition alternative,0
1020,GU,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/GU2019%5B101ES%5DFFR%2BNarr%2BExp.pdf,o,Unexpended program income,2050.071
1021,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,a,Cash Receipts,0
1022,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,b,Cash Disbursements,0
1023,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,c,Cash on Hand,0
1024,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,d,Total Federal funds authorized,3134080
1025,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,e,Federal share of expenditures,0
1026,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,f,Federal share of unliquidated obligations,0
1027,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,g,Total Federal share,0
1028,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,h,Unobligated balance of Federal funds,3134080
1074,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,i,Total recipient share required,379754
1030,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,j,Recipient share of expenditures,0
1031,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,k,Remaining recipient share to be provided,0
1032,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,l,Total Federal share of program income earned,0
1033,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,m,Program income expended in accordance with the deduction alternative,0
1034,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,n,Program income expended in accordance with the addition alternative,0
1035,HI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2019101ESFinancialReport.pdf,o,Unexpended program income,0
1036,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,a,Cash Receipts,0
1037,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,b,Cash Disbursements,0
1038,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,c,Cash on Hand,0
1039,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,d,Total Federal funds authorized,3229896
1040,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,e,Federal share of expenditures,744224.011
1041,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,f,Federal share of unliquidated obligations,0
1042,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,g,Total Federal share,744224.011
1043,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,h,Unobligated balance of Federal funds,2485671.991
1914,IN,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,2088844
1045,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,j,Recipient share of expenditures,161495
1046,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,k,Remaining recipient share to be provided,0
1047,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,l,Total Federal share of program income earned,77280.531
1048,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,m,Program income expended in accordance with the deduction alternative,0
1049,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,n,Program income expended in accordance with the addition alternative,43936
1050,ID,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2019%5B101ES%5DFinancialReport.pdf,o,Unexpended program income,33344.531
1051,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,a,Cash Receipts,0
1052,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,b,Cash Disbursements,0
1053,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,c,Cash on Hand,0
1054,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,d,Total Federal funds authorized,13232290
1055,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,e,Federal share of expenditures,944881.861
1056,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,f,Federal share of unliquidated obligations,0
1057,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,g,Total Federal share,944881.861
1058,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,h,Unobligated balance of Federal funds,12287408.14
279,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,i,Total recipient share required,0
1060,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,j,Recipient share of expenditures,661615.001
1061,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,k,Remaining recipient share to be provided,0
1062,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,l,Total Federal share of program income earned,345737.261
1063,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,m,Program income expended in accordance with the deduction alternative,0
1064,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,n,Program income expended in accordance with the addition alternative,345737.261
1065,IL,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2019%5B101ES%5DFinal.pdf,o,Unexpended program income,0
1066,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,a,Cash Receipts,7595088
1067,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,b,Cash Disbursements,6934989.06
1068,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,c,Cash on Hand,660098.94
1069,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,d,Total Federal funds authorized,7595088
1070,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,e,Federal share of expenditures,6934989.061
1071,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,f,Federal share of unliquidated obligations,0
1072,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,g,Total Federal share,6934989.06
1073,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,h,Unobligated balance of Federal funds,660098.941
1104,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,i,Total recipient share required,0
1075,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,j,Recipient share of expenditures,379754
1076,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,k,Remaining recipient share to be provided,0
1077,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,l,Total Federal share of program income earned,178682.881
1078,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,m,Program income expended in accordance with the deduction alternative,0
1079,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,n,Program income expended in accordance with the addition alternative,0
1080,IN,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IN2019%5B101ES%5DFFR%2BNarr%2BPC.pdf,o,Unexpended program income,178682.881
1081,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,a,Cash Receipts,0
1082,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,b,Cash Disbursements,0
1083,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,c,Cash on Hand,0
1084,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,d,Total Federal funds authorized,4608083
1085,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,e,Federal share of expenditures,1032782.06
1086,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,f,Federal share of unliquidated obligations,0
1087,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,g,Total Federal share,1032782.06
1088,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,h,Unobligated balance of Federal funds,3575301.94
1929,KS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1204911.5
1090,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,j,Recipient share of expenditures,0
1091,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,k,Remaining recipient share to be provided,235154.6
1092,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,l,Total Federal share of program income earned,97460.4
1093,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,m,Program income expended in accordance with the deduction alternative,0
1094,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,n,Program income expended in accordance with the addition alternative,0
1095,IA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2019101ESFFR.pdf,o,Unexpended program income,97460.4
1096,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,a,Cash Receipts,0
1097,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,b,Cash Disbursements,0
1098,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,c,Cash on Hand,0
1099,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,d,Total Federal funds authorized,4386301
1100,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,e,Federal share of expenditures,0
1101,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,f,Federal share of unliquidated obligations,0
1102,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,g,Total Federal share,0
1103,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,h,Unobligated balance of Federal funds,4386301.021
294,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,i,Total recipient share required,0
1105,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,j,Recipient share of expenditures,0
1106,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,k,Remaining recipient share to be provided,0
1107,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,l,Total Federal share of program income earned,62802.341
1108,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,m,Program income expended in accordance with the deduction alternative,0
1109,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,n,Program income expended in accordance with the addition alternative,0
1110,KS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2019%5B101ES%5D%20Revised%20Final%201-20-20.pdf,o,Unexpended program income,62802.341
1111,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,a,Cash Receipts,0
1112,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,b,Cash Disbursements,0
1113,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,c,Cash on Hand,0
1114,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,d,Total Federal funds authorized,5773423
1115,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,e,Federal share of expenditures,3612873.731
1116,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,f,Federal share of unliquidated obligations,0
1117,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,g,Total Federal share,3612873.73
1118,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,h,Unobligated balance of Federal funds,2160549.271
1119,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,i,Total recipient share required,0
1120,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,j,Recipient share of expenditures,0
1121,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,k,Remaining recipient share to be provided,0
1122,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,l,Total Federal share of program income earned,35487.101
1123,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,m,Program income expended in accordance with the deduction alternative,0
1124,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,n,Program income expended in accordance with the addition alternative,0
1125,KY,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2019%5B101ES%5DFFR%20Revised%201-12-20.pdf,o,Unexpended program income,35487.101
1126,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,a,Cash Receipts,5889487
1127,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,b,Cash Disbursements,0
1128,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,c,Cash on Hand,5889487
1129,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,d,Total Federal funds authorized,0
1130,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,e,Federal share of expenditures,0
1131,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,f,Federal share of unliquidated obligations,0
1132,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,g,Total Federal share,0
1133,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,h,Unobligated balance of Federal funds,0
1944,KY,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1653903.4
1135,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,j,Recipient share of expenditures,0
1136,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,k,Remaining recipient share to be provided,294474
1137,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,l,Total Federal share of program income earned,133509
1138,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,m,Program income expended in accordance with the deduction alternative,0
1139,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,n,Program income expended in accordance with the addition alternative,0
1140,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,o,Unexpended program income,133509
1141,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,a,Cash Receipts,0
1142,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,b,Cash Disbursements,0
1143,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,c,Cash on Hand,0
1144,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,d,Total Federal funds authorized,7063699
1145,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,e,Federal share of expenditures,108307
1146,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,f,Federal share of unliquidated obligations,0
1147,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,g,Total Federal share,108307
1148,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,h,Unobligated balance of Federal funds,6955392
2679,KY,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/KY_2021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,1587024
1150,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,j,Recipient share of expenditures,353185
1151,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,k,Remaining recipient share to be provided,0
1152,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,l,Total Federal share of program income earned,15905
1153,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,m,Program income expended in accordance with the deduction alternative,0
1154,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,n,Program income expended in accordance with the addition alternative,14807
1155,MD,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MD2019%5B101ES%5DFFR%2BNarr.pdf,o,Unexpended program income,1090
1156,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,a,Cash Receipts,0
1157,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,b,Cash Disbursements,0
1158,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,c,Cash on Hand,0
1159,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,d,Total Federal funds authorized,7890854
1160,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,e,Federal share of expenditures,1654650.59
1161,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,f,Federal share of unliquidated obligations,0
1162,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,g,Total Federal share,1654650.59
1163,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,h,Unobligated balance of Federal funds,6236203.41
309,LA,2018,https://www.eac.gov/sites/default/files/havaffr/Louisiana2018ES_FFR.pdf,i,Total recipient share required,294474
1165,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,j,Recipient share of expenditures,394543
1166,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,k,Remaining recipient share to be provided,0
1167,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,l,Total Federal share of program income earned,76124.91
1168,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,m,Program income expended in accordance with the deduction alternative,0
1169,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,n,Program income expended in accordance with the addition alternative,0
1170,MA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MA2019101ESFinancialReport.pdf,o,Unexpended program income,76124.91
1171,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,a,Cash Receipts,10706992
1172,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,b,Cash Disbursements,300614.811
1173,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,c,Cash on Hand,10406377.19
1174,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,d,Total Federal funds authorized,10706992
1175,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,e,Federal share of expenditures,300614.811
1176,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,f,Federal share of unliquidated obligations,0
1177,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,g,Total Federal share,300614.811
1178,MI,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/MI2019%5B101ES%5DFinal.pdf,h,Unobligated balance of Federal funds,10406377.19
1134,LA,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/LA2019%5B101ES%5DFinal.pdf,i,Total recipient share required,294474
