State,Year,Source,Item,Voting_Equipment,Election_Auditing,Voter_Registration_Systems,Cyber_Security,Communications,Other_F,Other_G,Other_COVID,Totals,budget_period_start,budget_period_end,Other_F_description,Other_G_description
CA,2018,0,2. EQUIPMENT,20000000,400000,4000000,0,0,0,0,0,24400000,3/22/2018,3/22/2023,,
CA,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
CA,2018,0,4. TRAINING,0,0,0,3000000,0,0,1564000,0,4564000,3/22/2018,3/22/2023,,
CA,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
CA,2018,0,6. TOTAL DIRECT COSTS,20000000,400000,4000000,7564000,0,1939874,1564000,0,35467874,3/22/2018,3/22/2023,,
CA,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
CA,2018,0,8. Total Federal Budget,20000000,400000,4000000,7564000,0,1939874,1564000,0,35467874,3/22/2018,3/22/2023,,
CA,2018,0,11. NonFederal Match,1727944,0,0,0,0,0,0,0,1727944,3/22/2018,3/22/2023,,
CA,2018,0,12. Total Program Budget,21727944,400000,4000000,7564000,0,1939874,1564000,0,37195818,3/22/2018,3/22/2023,,
CO,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
CO,2018,0,2. EQUIPMENT,0,47619,428571,1518095,128571,0,0,0,2122856,3/22/2018,3/22/2023,,
CO,2018,0,3. SUBGRANTS to local voting jurisdictions,47474,0,0,0,0,0,0,0,47474,3/22/2018,3/22/2023,,
CO,2018,0,4. TRAINING,0,0,0,47619,0,428571,0,0,476190,3/22/2018,3/22/2023,,
CO,2018,0,5. All OTHER COSTS,0,476190,1238095,1144076,838095,0,0,0,3696456,3/22/2018,3/22/2023,,
CO,2018,0,6. TOTAL DIRECT COSTS,47474,523809,1666666,2709790,966666,428571,0,0,6342976,3/22/2018,3/22/2023,,
CO,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
CO,2018,0,8. Total Federal Budget,47474,523809,1666666,2709790,966666,428571,0,0,6342976,3/22/2018,3/22/2023,,
CO,2018,0,11. NonFederal Match,2374,26190,83333,135490,48222,21429,0,0,317038,3/22/2018,3/22/2023,,
CO,2018,0,12. Total Program Budget,49848,549999,1749999,2845280,1014888,450000,0,0,6660014,3/22/2018,3/22/2023,,
CT,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2022,,
CT,2018,0,2. EQUIPMENT,1166000,440000,0,0,0,0,0,0,1606000,3/22/2018,3/22/2022,,
CT,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,237000,0,0,0,0,237000,3/22/2018,3/22/2022,,
CT,2018,0,4. TRAINING,0,145000,200000,10000,75000,0,0,0,430000,3/22/2018,3/22/2022,,
CT,2018,0,5. All OTHER COSTS,660000,200000,95000,1892554,0,0,0,0,2847554,3/22/2018,3/22/2022,,
CT,2018,0,6. TOTAL DIRECT COSTS,1826000,785000,295000,2139554,75000,0,0,0,5120554,3/22/2018,3/22/2022,,
CT,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2022,,
CT,2018,0,8. Total Federal Budget,1826000,785000,295000,2139554,75000,0,0,0,5120554,3/22/2018,3/22/2022,,
CT,2018,0,11. NonFederal Match,91833,0,164194,0,0,0,0,0,256027,3/22/2018,3/22/2022,,
CT,2018,0,12. Total Program Budget,1917833,785000,459194,2139554,75000,0,0,0,5376581,3/22/2018,3/22/2022,,
DE,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
DE,2018,0,2. EQUIPMENT,3000000,0,0,0,0,0,0,0,3000000,3/22/2018,3/22/2023,,
DE,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
DE,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
DE,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
DE,2018,0,6. TOTAL DIRECT COSTS,3000000,0,0,0,0,0,0,0,3000000,3/22/2018,3/22/2023,,
DE,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
DE,2018,0,8. Total Federal Budget,3000000,0,0,0,0,0,0,0,3000000,3/22/2018,3/22/2023,,
DE,2018,0,11. NonFederal Match,150000,0,0,0,0,0,0,0,150000,3/22/2018,3/22/2023,,
DE,2018,0,12. Total Program Budget,3150000,0,0,0,0,0,0,0,3150000,3/22/2018,3/22/2023,,
DC,2018,0,1. PERSONNEL (including fringe),150000,0,0,450000,0,0,0,0,600000,3/22/2018,3/22/2021,,
DC,2018,0,2. EQUIPMENT,1500000,0,0,0,0,0,0,0,1500000,3/22/2018,3/22/2021,,
DC,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2021,,
DC,2018,0,4. TRAINING,0,0,0,0,20000,0,0,0,20000,3/22/2018,3/22/2021,,
DC,2018,0,5. All OTHER COSTS,450000,0,310000,0,120000,0,0,0,880000,3/22/2018,3/22/2021,,
DC,2018,0,6. TOTAL DIRECT COSTS,2100000,0,310000,450000,140000,0,0,0,3000000,3/22/2018,3/22/2021,,
DC,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2021,,
DC,2018,0,8. Total Federal Budget,2100000,0,310000,450000,140000,0,0,0,3000000,3/22/2018,3/22/2021,,
DC,2018,0,11. NonFederal Match,150000,0,0,0,0,0,0,0,150000,3/22/2018,3/22/2021,,
DC,2018,0,12. Total Program Budget,2250000,0,310000,450000,140000,0,0,0,3150000,3/22/2018,3/22/2021,,
FL,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,6. TOTAL DIRECT COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
FL,2018,0,8. Total Federal Budget,0,0,0,0,0,0,0,0,19187003,3/22/2018,1/0/1900,,
FL,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,959350.15,3/22/2018,1/0/1900,,
FL,2018,0,12. Total Program Budget,0,0,0,0,0,0,0,0,20146353.15,3/22/2018,1/0/1900,,
GU,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
GU,2018,0,2. EQUIPMENT,253000,17000,70000,97200,0,0,15000,0,452200,3/22/2018,12/31/2022,,
GU,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
GU,2018,0,4. TRAINING,0,20000,30000,12800,0,60000,25000,0,147800,3/22/2018,12/31/2022,,
GU,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
GU,2018,0,6. TOTAL DIRECT COSTS,253000,37000,100000,110000,0,60000,40000,0,600000,3/22/2018,12/31/2022,,
GU,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
GU,2018,0,8. Total Federal Budget,253000,37000,100000,110000,0,60000,40000,0,600000,3/22/2018,12/31/2022,,
GU,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2022,,
GU,2018,0,12. Total Program Budget,253000,37000,100000,110000,0,60000,40000,0,600000,3/22/2018,12/31/2022,,
ID,2018,0,1. PERSONNEL (including fringe),0,0,150000,220000,200000,0,0,0,570000,3/22/2018,3/23/2023,,
ID,2018,0,2. EQUIPMENT,0,0,150000,0,0,0,0,0,150000,3/22/2018,3/23/2023,,
ID,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
ID,2018,0,4. TRAINING,0,200000,250000,250000,0,0,0,0,700000,3/22/2018,3/23/2023,,
ID,2018,0,5. All OTHER COSTS,100000,338505,1000000,111391,110000,150000,0,0,1809896,3/22/2018,3/23/2023,,
ID,2018,0,6. TOTAL DIRECT COSTS,100000,538505,1550000,581391,310000,150000,0,0,3229896,3/22/2018,3/23/2023,,
ID,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
ID,2018,0,8. Total Federal Budget,100000,538505,1550000,581391,310000,150000,0,0,3229896,3/22/2018,3/23/2023,,
ID,2018,0,11. NonFederal Match,0,161495,0,0,0,0,0,0,161495,3/22/2018,3/23/2023,,
ID,2018,0,12. Total Program Budget,100000,700000,1550000,581391,310000,150000,0,0,3391391,3/22/2018,3/23/2023,,
IL,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
IL,2018,0,2. EQUIPMENT,0,0,0,650000,0,0,0,0,650000,3/22/2018,3/22/2023,,
IL,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,8747998,0,0,0,0,8747998,3/22/2018,3/22/2023,,
IL,2018,0,4. TRAINING,0,0,0,700000,0,0,0,0,700000,3/22/2018,3/22/2023,,
IL,2018,0,5. All OTHER COSTS,0,0,0,3134292,0,0,0,0,3134292,3/22/2018,3/22/2023,,
IL,2018,0,6. TOTAL DIRECT COSTS,0,0,0,13232290,0,0,0,0,13232290,3/22/2018,3/22/2023,,
IL,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
IL,2018,0,8. Total Federal Budget,0,0,0,13232290,0,0,0,0,13232290,3/22/2018,3/22/2023,,
IL,2018,0,11. NonFederal Match,0,0,0,661615,0,0,0,0,661615,3/22/2018,3/22/2023,,
IL,2018,0,12. Total Program Budget,0,0,0,13893905,0,0,0,0,13893905,3/22/2018,3/22/2023,,
IN,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,5/3/2019,,
IN,2018,0,2. EQUIPMENT,0,0,240000,0,200000,0,0,0,440000,3/22/2018,5/3/2019,,
IN,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,5/3/2019,,
IN,2018,0,4. TRAINING,0,0,0,0,400000,0,0,0,400000,3/22/2018,5/3/2019,,
IN,2018,0,5. All OTHER COSTS,0,0,125000,6630088,0,0,0,0,6755088,3/22/2018,5/3/2019,,
IN,2018,0,6. TOTAL DIRECT COSTS,0,0,365000,6630088,600000,0,0,0,7595088,3/22/2018,5/3/2019,,
IN,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,5/3/2019,,
IN,2018,0,8. Total Federal Budget,0,0,365000,6630088,600000,0,0,0,7595088,3/22/2018,5/3/2019,,
IN,2018,0,11. NonFederal Match,0,39000,172754,168000,0,0,0,0,379754,3/22/2018,5/3/2019,,
IN,2018,0,12. Total Program Budget,0,39000,537754,6798088,600000,0,0,0,7974842,3/22/2018,5/3/2019,,
IA,2018,0,1. PERSONNEL (including fringe),0,0,0,800000,375000,0,0,0,1175000,3/22/2018,9/30/2023,,
IA,2018,0,2. EQUIPMENT,0,0,0,525000,0,75000,0,0,600000,3/22/2018,9/30/2023,,
IA,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,200000,0,0,200000,3/22/2018,9/30/2023,,
IA,2018,0,4. TRAINING,0,50000,0,384000,0,0,149084,0,583084,3/22/2018,9/30/2023,,
IA,2018,0,5. All OTHER COSTS,0,150000,250000,600000,675000,125000,250000,0,2050000,3/22/2018,9/30/2023,,
IA,2018,0,6. TOTAL DIRECT COSTS,0,200000,250000,2309000,1050000,400000,399084,0,4608084,3/22/2018,9/30/2023,,
IA,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2023,,
IA,2018,0,8. Total Federal Budget,0,200000,250000,2309000,1050000,400000,399084,0,4608084,3/22/2018,9/30/2023,,
IA,2018,0,11. NonFederal Match,0,0,230404,0,0,0,0,0,230404,3/22/2018,9/30/2023,,
IA,2018,0,12. Total Program Budget,0,200000,480404,2309000,1050000,400000,399084,0,4838488,3/22/2018,9/30/2023,,
KY,2018,0,1. PERSONNEL (including fringe),0,0,0,373423,0,0,0,0,373423,3/22/2018,9/30/2019,,
KY,2018,0,2. EQUIPMENT,4600000,0,0,300000,0,0,0,0,4900000,3/22/2018,9/30/2019,,
KY,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2019,,
KY,2018,0,4. TRAINING,0,0,0,0,0,0,100000,0,100000,3/22/2018,9/30/2019,,
KY,2018,0,5. All OTHER COSTS,0,150000,0,0,0,250000,0,0,400000,3/22/2018,9/30/2019,,
KY,2018,0,6. TOTAL DIRECT COSTS,4600000,150000,0,673423,0,250000,100000,0,5773423,3/22/2018,9/30/2019,,
KY,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2019,,
KY,2018,0,8. Total Federal Budget,4600000,150000,0,673423,0,250000,100000,0,5773423,3/22/2018,9/30/2019,,
KY,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,0,3/22/2018,9/30/2019,,
KY,2018,0,12. Total Program Budget,4600000,150000,0,673423,0,250000,100000,0,5773423,3/22/2018,9/30/2019,,
MI,2018,0,1. PERSONNEL (including fringe),0,66600,0,200000,400000,0,0,0,666600,3/22/2018,3/23/2023,,
MI,2018,0,2. EQUIPMENT,0,0,119100,119100,0,0,0,0,238200,3/22/2018,3/23/2023,,
MI,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
MI,2018,0,4. TRAINING,0,0,175900,590500,93400,193800,0,0,1053600,3/22/2018,3/23/2023,,
MI,2018,0,5. All OTHER COSTS,0,0,2301500,3654904,742300,605000,0,0,7303704,3/22/2018,3/23/2023,,
MI,2018,0,6. TOTAL DIRECT COSTS,0,66600,2596500,4564504,1235700,798800,0,0,9262104,3/22/2018,3/23/2023,,
MI,2018,0,7. INDIRECT COSTS (if applied),0,10390,405054,712063,192769,124613,0,0,1444889,3/22/2018,3/23/2023,,
MI,2018,0,8. Total Federal Budget,0,76990,3001554,5276567,1428469,923413,0,0,10706993,3/22/2018,3/23/2023,,
MI,2018,0,11. NonFederal Match,0,3849,150078,263828,71423,46171,0,0,535349,3/22/2018,3/23/2023,,
MI,2018,0,12. Total Program Budget,0,80839,3151632,5540395,1499892,969584,0,0,11242342,3/22/2018,3/23/2023,,
MN,2018,0,1. PERSONNEL (including fringe),0,0,1118108,0,0,196234,0,0,1314342,3/22/2018,9/31/2022,,
MN,2018,0,2. EQUIPMENT,0,0,0,218000,0,0,0,0,218000,3/22/2018,9/31/2022,,
MN,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,9/31/2022,,
MN,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,9/31/2022,,
MN,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,9/31/2022,,
MN,2018,0,6. TOTAL DIRECT COSTS,0,0,1118108,218000,0,196234,0,0,1532342,3/22/2018,9/31/2022,,
MN,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,9/31/2022,,
MN,2018,0,8. Total Federal Budget,0,0,1118108,218000,0,196234,0,0,1532342,3/22/2018,9/31/2022,,
MN,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,0,3/22/2018,9/31/2022,,
MN,2018,0,12. Total Program Budget,0,0,1118108,218000,0,196234,0,0,1532342,3/22/2018,9/31/2022,,
MS,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2021,,
MS,2018,0,2. EQUIPMENT,0,5000,425000,275000,0,0,0,0,705000,3/22/2018,3/22/2021,,
MS,2018,0,3. SUBGRANTS to local voting jurisdictions,2025883,52508,0,200150,0,1500000,0,0,3778541,3/22/2018,3/22/2021,,
MS,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2021,,
MS,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2021,,
MS,2018,0,6. TOTAL DIRECT COSTS,2025883,57508,425000,475150,0,1500000,0,0,4483541,3/22/2018,3/22/2021,,
MS,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2021,,
MS,2018,0,8. Total Federal Budget,2025883,57508,425000,475150,0,1500000,0,0,4483541,3/22/2018,3/22/2021,,
MS,2018,0,11. NonFederal Match,224117,0,0,0,0,0,0,0,224117,3/22/2018,3/22/2021,,
MS,2018,0,12. Total Program Budget,2250000,57508,425000,475150,0,1500000,0,0,4707658,3/22/2018,3/22/2021,,
MO,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,6. TOTAL DIRECT COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
MO,2018,0,8. Total Federal Budget,0,0,0,0,0,0,0,0,7230625,3/22/2018,3/22/2023,,
MO,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,361531,3/22/2018,3/22/2023,,
MO,2018,0,12. Total Program Budget,0,0,0,0,0,0,0,0,7592156,3/22/2018,3/22/2023,,
MT,2018,0,1. PERSONNEL (including fringe),0,0,0,100000,0,0,0,0,100000,3/22/2018,3/23/2023,,
MT,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
MT,2018,0,3. SUBGRANTS to local voting jurisdictions,750000,0,0,0,0,0,0,0,750000,3/22/2018,3/23/2023,,
MT,2018,0,4. TRAINING,0,0,0,50000,50000,0,0,0,100000,3/22/2018,3/23/2023,,
MT,2018,0,5. All OTHER COSTS,0,0,2050000,0,0,0,0,0,2050000,3/22/2018,3/23/2023,,
MT,2018,0,6. TOTAL DIRECT COSTS,750000,0,2050000,150000,50000,0,0,0,3000000,3/22/2018,3/23/2023,,
MT,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/23/2023,,
MT,2018,0,8. Total Federal Budget,750000,0,2050000,150000,50000,0,0,0,3000000,3/22/2018,3/23/2023,,
MT,2018,0,11. NonFederal Match,0,0,100000,50000,0,0,0,0,150000,3/22/2018,3/23/2023,,
MT,2018,0,12. Total Program Budget,750000,0,2150000,200000,50000,0,0,0,3150000,3/22/2018,3/23/2023,,
NV,2018,0,1. PERSONNEL (including fringe),0,384000,355965,0,0,0,0,0,739965,3/22/2018,3/21/2023,,
NV,2018,0,2. EQUIPMENT,0,0,1242584,0,0,0,0,0,1242584,3/22/2018,3/21/2023,,
NV,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,80000,0,0,155114,0,0,235114,3/22/2018,3/21/2023,,
NV,2018,0,4. TRAINING,0,85000,40000,45000,0,84000,0,0,254000,3/22/2018,3/21/2023,,
NV,2018,0,5. All OTHER COSTS,0,250000,1080620,175440,300000,0,0,0,1806060,3/22/2018,3/21/2023,,
NV,2018,0,6. TOTAL DIRECT COSTS,0,719000,2799169,220440,300000,239114,0,0,4277723,3/22/2018,3/21/2023,,
NV,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/21/2023,,
NV,2018,0,8. Total Federal Budget,0,719000,2799169,220440,300000,239114,0,0,4277723,3/22/2018,3/21/2023,,
NV,2018,0,11. NonFederal Match,213886,0,0,0,0,0,0,0,213886,3/22/2018,3/21/2023,,
NV,2018,0,12. Total Program Budget,213886,719000,2799169,220440,300000,239114,0,0,4491609,3/22/2018,3/21/2023,,
NH,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,6. TOTAL DIRECT COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,8. Total Federal Budget,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,11. NonFederal Match,0,0,0,0,0,0,0,0,0,3/22/2018,9/20/2019,,
NH,2018,0,12. Total Program Budget,0,0,0,0,0,0,0,0,977216,3/22/2018,9/20/2019,,
NJ,2018,0,1. PERSONNEL (including fringe),0,0,0,750000,0,0,0,0,750000,3/22/2018,3/22/2023,,
NJ,2018,0,2. EQUIPMENT,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
NJ,2018,0,3. SUBGRANTS to local voting jurisdictions,2500000,200000,200000,2250000,0,1000000,1000000,0,7150000,3/22/2018,3/22/2023,,
NJ,2018,0,4. TRAINING,0,50000,0,0,100000,0,1000000,0,1150000,3/22/2018,3/22/2023,,
NJ,2018,0,5. All OTHER COSTS,0,0,557450,0,150000,0,0,0,707450,3/22/2018,3/22/2023,,
NJ,2018,0,6. TOTAL DIRECT COSTS,2500000,250000,757450,3000000,250000,1000000,2000000,0,9757450,3/22/2018,3/22/2023,,
NJ,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
NJ,2018,0,8. Total Federal Budget,2500000,250000,757450,3000000,250000,1000000,2000000,0,9757450,3/22/2018,3/22/2023,,
NJ,2018,0,11. NonFederal Match,0,0,487873,0,0,0,0,0,487873,3/22/2018,3/22/2023,,
NJ,2018,0,12. Total Program Budget,2500000,250000,1245323,3000000,250000,1000000,2000000,0,10245323,3/22/2018,3/22/2023,,
NM,2018,0,1. PERSONNEL (including fringe),0,0,0,532000,0,124384,0,0,656384,3/22/2018,3/22/2023,,
NM,2018,0,2. EQUIPMENT,935000,0,150000,500000,0,0,0,0,1585000,3/22/2018,3/22/2023,,
NM,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
NM,2018,0,4. TRAINING,0,0,0,50000,0,0,0,0,50000,3/22/2018,3/22/2023,,
NM,2018,0,5. All OTHER COSTS,0,0,350000,967470,0,90616,0,0,1408086,3/22/2018,3/22/2023,,
NM,2018,0,6. TOTAL DIRECT COSTS,935000,0,500000,2049470,0,215000,0,0,3699470,3/22/2018,3/22/2023,,
NM,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
NM,2018,0,8. Total Federal Budget,935000,0,500000,2049470,0,215000,0,0,3699470,3/22/2018,3/22/2023,,
NM,2018,0,11. NonFederal Match,134973,0,0,0,0,0,0,0,134973,3/22/2018,3/22/2023,,
NM,2018,0,12. Total Program Budget,1069973,0,500000,2049470,0,215000,0,0,3834443,3/22/2018,3/22/2023,,
NY,2018,0,1. PERSONNEL (including fringe),0,0,0,5000000,0,0,0,0,5000000,3/22/2018,1/0/1900,,
NY,2018,0,2. EQUIPMENT,0,0,0,100000,0,0,0,0,100000,3/22/2018,1/0/1900,,
NY,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
NY,2018,0,4. TRAINING,0,0,0,200000,0,0,0,0,200000,3/22/2018,1/0/1900,,
NY,2018,0,5. All OTHER COSTS,0,0,0,14183647,0,0,0,0,14183647,3/22/2018,1/0/1900,,
NY,2018,0,6. TOTAL DIRECT COSTS,0,0,0,19483647,0,0,0,0,19483647,3/22/2018,1/0/1900,,
NY,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,1/0/1900,,
NY,2018,0,8. Total Federal Budget,0,0,0,19483647,0,0,0,0,19483647,3/22/2018,1/0/1900,,
NY,2018,0,11. NonFederal Match,0,0,0,974182,0,0,0,0,974182,3/22/2018,1/0/1900,,
NY,2018,0,12. Total Program Budget,0,0,0,20457829,0,0,0,0,20457829,3/22/2018,1/0/1900,,
NC,2018,0,1. PERSONNEL (including fringe),0,1073835,0,1018067,0,0,0,0,2091902,3/22/2018,3/22/2023,,
NC,2018,0,2. EQUIPMENT,0,0,0,532965,0,0,0,0,532965,3/22/2018,3/22/2023,,
NC,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,1500000,0,0,0,0,1500000,3/22/2018,3/22/2023,,
NC,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
NC,2018,0,5. All OTHER COSTS,0,0,5340338,908032,0,0,0,0,6248370,3/22/2018,3/22/2023,,
NC,2018,0,6. TOTAL DIRECT COSTS,0,1073835,5340338,3959064,0,0,0,0,10373237,3/22/2018,3/22/2023,,
NC,2018,0,7. INDIRECT COSTS (if applied),0,0,0,0,0,0,0,0,0,3/22/2018,3/22/2023,,
NC,2018,0,8. Total Federal Budget,0,1073835,5340338,3959064,0,0,0,0,10373237,3/22/2018,3/22/2023,,
NC,2018,0,11. NonFederal Match,0,0,159662,359000,0,0,0,0,518662,3/22/2018,3/22/2023,,
NC,2018,0,12. Total Program Budget,0,1073835,5500000,4318064,0,0,0,0,10891899,3/22/2018,3/22/2023,,
ND,2018,0,1. PERSONNEL (including fringe),0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2019,,
ND,2018,0,2. EQUIPMENT,3000000,0,0,0,0,0,0,0,3000000,3/22/2018,12/31/2019,,
ND,2018,0,3. SUBGRANTS to local voting jurisdictions,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2019,,
ND,2018,0,4. TRAINING,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2019,,
ND,2018,0,5. All OTHER COSTS,0,0,0,0,0,0,0,0,0,3/22/2018,12/31/2019,,
ND,2018,0,6. TOTAL DIRECT COSTS,3000000,0,0,0,0,0,0,0,3000000,3/22/2018,12/31/2019,,
